sourceid,dstid,hod,mean_travel_time,standard_deviation_travel_time,geometric_mean_travel_time,geometric_standard_deviation_travel_time
27,66,2,520.26,223.9,484.59,1.43
78,63,19,594.33,191.29,567.34,1.35
24,96,2,1063.63,275.8,1025.38,1.32
79,53,19,510.22,266.79,450.28,1.63
28,56,2,857.1,206.48,832.84,1.27
84,132,15,308.98,184.88,282.25,1.43
25,136,2,792.48,251.52,758.87,1.33
22,166,2,815.15,203.21,789.79,1.29
11,175,9,394.0,40.25,391.98,1.11
23,136,9,962.7,223.6,937.43,1.26
64,132,13,380.15,158.2,362.48,1.31
66,112,13,409.33,175.34,379.4,1.45
55,132,14,1073.56,177.66,1059.64,1.17
44,50,17,621.69,133.72,609.28,1.21
42,70,17,461.0,149.84,433.22,1.45
45,40,17,705.05,290.49,653.63,1.47
130,125,11,208.7,171.35,161.73,2.05
72,110,19,624.22,212.23,590.03,1.4
70,130,19,163.39,172.22,112.36,2.44
41,80,17,905.0,172.3,889.75,1.2
78,138,2,133.33,140.92,73.17,3.28
79,128,2,667.35,235.8,633.65,1.36
58,60,4,329.41,189.06,306.54,1.37
46,30,17,631.45,203.92,602.04,1.35
80,73,21,514.09,203.08,480.63,1.44
82,53,21,192.33,113.2,158.32,1.94
85,23,21,884.72,316.21,839.22,1.37
51,28,1,631.77,214.77,599.55,1.38
50,38,1,754.25,59.79,751.89,1.08
35,132,18,727.98,273.8,691.11,1.35
127,78,2,332.43,59.01,327.04,1.2
128,68,2,162.78,112.65,127.09,2.21
43,111,15,722.56,157.54,706.87,1.23
80,61,11,161.88,110.72,138.44,1.68
81,51,11,212.55,178.87,161.77,2.01
83,31,11,570.1,106.34,561.61,1.18
127,61,11,280.38,148.64,254.34,1.5
85,11,11,909.29,369.92,843.41,1.46
16,128,21,649.71,147.43,636.5,1.21
84,21,11,835.6,476.51,710.48,1.76
7,112,3,328.75,119.86,312.32,1.35
70,16,6,661.98,221.51,629.67,1.36
128,45,17,346.03,220.31,291.01,1.8
107,26,4,308.52,198.92,211.38,3.01
48,46,6,221.68,158.73,185.26,1.77
46,66,6,417.42,372.92,337.7,1.79
132,84,16,380.98,410.53,288.64,1.87
136,44,16,1062.5,292.44,1025.83,1.3
138,24,16,1251.82,246.01,1230.24,1.2
148,143,17,258.57,218.5,167.8,2.65
84,130,2,288.83,131.58,267.01,1.45
24,25,22,339.57,245.08,254.71,2.3
23,35,22,386.27,235.39,335.0,1.7
22,45,22,973.65,295.5,935.0,1.32
23,134,3,849.17,220.48,824.13,1.27
48,96,4,863.13,126.24,853.2,1.17
84,23,14,935.6,373.95,875.71,1.42
164,61,1,211.21,267.89,107.16,3.52
80,63,14,835.73,313.89,769.94,1.52
78,67,4,492.0,150.79,472.77,1.31
81,53,14,400.6,216.3,339.83,1.82
117,130,14,533.5,379.97,435.18,1.85
165,51,1,688.43,271.22,640.98,1.45
80,29,16,773.06,296.15,729.55,1.38
16,35,20,1166.6,669.76,1063.61,1.45
63,62,9,136.03,127.19,103.1,1.99
61,82,9,201.52,207.65,147.34,2.03
143,54,10,662.88,269.71,601.38,1.59
65,42,9,405.09,186.42,351.76,1.79
11,51,7,675.25,125.91,665.24,1.18
52,84,14,552.06,240.48,506.38,1.51
55,54,14,412.29,264.37,345.62,1.76
11,45,12,531.69,131.95,519.09,1.23
82,127,14,184.29,203.61,129.35,2.08
51,94,14,1019.29,241.0,990.39,1.27
138,47,4,233.15,267.22,116.99,3.57
136,67,4,337.62,146.99,317.06,1.38
57,53,18,266.39,172.32,222.89,1.81
54,83,18,279.6,205.15,229.23,1.82
55,73,18,756.19,207.75,728.05,1.32
46,64,17,756.76,269.41,713.87,1.4
47,54,17,533.21,221.19,501.82,1.38
42,136,18,856.63,291.81,800.5,1.47
48,44,17,502.84,225.52,460.85,1.51
132,43,19,999.63,640.66,884.61,1.56
45,74,17,425.44,287.68,363.09,1.68
130,63,19,307.74,184.14,277.27,1.52
62,41,17,660.43,89.66,654.3,1.15
134,23,19,1258.38,343.54,1220.13,1.27
63,44,4,517.22,269.98,455.53,1.66
65,24,4,617.45,168.39,591.1,1.36
44,84,17,878.0,119.24,869.96,1.15
61,51,17,408.57,209.65,366.47,1.56
29,81,18,663.0,274.25,610.45,1.5
65,11,17,438.03,164.54,419.53,1.3
85,47,13,119.14,139.11,76.49,2.43
30,16,13,1103.53,274.0,1075.34,1.24
70,23,8,810.0,280.51,768.51,1.37
87,27,13,651.17,264.52,599.38,1.51
44,61,20,1014.0,331.17,966.85,1.35
46,41,20,210.67,112.76,189.15,1.59
43,71,20,470.78,133.65,453.7,1.31
50,132,5,519.75,254.93,480.47,1.43
96,128,0,417.89,192.95,389.6,1.4
98,108,0,333.17,223.19,283.46,1.68
49,11,20,708.57,175.64,689.46,1.26
103,98,1,53.27,33.5,48.01,1.48
81,30,8,238.64,63.87,230.87,1.29
45,51,20,813.59,314.49,764.43,1.41
107,58,1,458.13,153.09,434.04,1.39
47,31,20,812.33,205.68,791.39,1.24
61,64,4,481.5,28.7,480.69,1.06
110,53,3,744.47,128.29,733.46,1.19
112,33,3,222.13,153.81,122.3,5.11
48,21,20,819.86,126.48,810.31,1.16
111,43,3,589.86,139.08,574.43,1.26
63,119,1,616.5,284.73,576.29,1.39
67,68,16,129.62,83.19,102.69,2.15
34,32,1,122.83,99.71,92.4,2.2
35,22,1,451.45,159.99,427.81,1.37
31,62,1,620.05,230.07,578.49,1.46
69,48,16,830.81,187.02,810.18,1.25
111,136,3,635.17,267.42,583.6,1.5
30,72,1,737.9,324.32,683.8,1.45
132,38,18,557.69,175.8,540.37,1.25
43,67,19,422.43,159.53,394.66,1.45
45,47,19,614.88,231.68,573.49,1.45
47,27,19,1087.9,187.78,1071.53,1.19
132,71,2,576.8,394.49,450.98,2.11
175,17,1,426.77,174.31,399.84,1.4
41,87,19,1066.88,153.2,1055.75,1.16
134,51,2,790.33,207.99,764.29,1.29
41,125,14,672.67,137.01,657.86,1.24
43,105,14,1456.43,401.54,1403.03,1.31
81,52,6,251.71,173.12,205.56,1.86
32,98,8,164.83,63.44,142.53,1.9
36,58,8,608.71,192.84,574.75,1.42
34,58,1,360.18,176.29,331.57,1.45
35,48,1,842.27,218.21,816.42,1.28
36,38,1,99.18,97.0,76.81,2.1
33,68,1,593.38,300.64,526.03,1.63
128,111,23,350.28,206.05,275.23,2.28
31,88,1,370.1,261.08,309.76,1.72
51,45,22,690.78,242.9,657.54,1.35
53,25,22,558.68,159.99,538.73,1.3
52,35,22,950.58,342.31,891.58,1.43
22,38,3,444.31,157.47,420.75,1.38
23,28,3,271.85,152.8,236.46,1.74
21,48,3,809.14,172.05,790.76,1.24
68,40,5,419.82,401.48,338.38,1.77
64,80,5,552.92,240.2,512.94,1.44
72,80,14,650.08,145.6,632.84,1.27
75,49,7,300.09,190.96,245.13,1.92
73,69,7,457.24,213.33,419.31,1.49
73,70,14,528.38,151.74,507.31,1.33
34,27,11,197.54,321.41,133.19,2.34
75,50,14,460.57,282.65,357.42,2.19
65,70,5,362.95,278.96,303.22,1.72
46,87,13,1159.38,242.18,1135.31,1.23
48,67,13,998.83,234.76,970.78,1.27
47,84,8,196.88,195.2,148.81,1.91
48,74,8,447.0,191.19,406.43,1.6
65,132,14,285.5,123.31,273.8,1.27
67,112,14,536.14,432.72,395.94,2.2
50,61,4,409.6,210.63,376.11,1.46
71,48,5,519.07,193.67,487.1,1.42
73,28,5,367.12,239.24,302.59,1.93
55,11,4,1107.75,248.51,1082.55,1.24
108,96,22,278.7,223.43,235.96,1.63
52,41,4,647.58,245.49,612.1,1.38
21,29,1,1000.38,292.78,960.03,1.33
53,31,4,224.04,192.29,138.97,3.04
16,65,21,714.51,174.58,698.23,1.22
51,128,12,1173.83,424.26,1099.93,1.43
50,138,12,464.0,32.66,462.84,1.07
53,22,16,734.84,206.82,710.95,1.28
50,52,16,457.92,184.76,417.54,1.57
51,42,16,988.44,316.37,935.92,1.4
87,92,4,59.08,78.94,32.14,2.71
29,85,13,685.06,191.69,659.04,1.32
69,41,7,486.93,184.03,452.12,1.48
68,51,7,648.0,135.95,634.74,1.22
58,107,17,342.13,251.54,285.12,1.73
73,47,12,522.25,274.75,459.81,1.7
67,61,7,649.0,78.85,644.1,1.13
54,51,20,112.94,146.36,66.23,2.58
51,81,20,155.61,128.95,127.99,1.82
78,47,8,128.27,132.43,91.66,2.2
49,29,8,256.09,198.32,212.22,1.76
44,79,8,540.75,123.25,525.14,1.29
45,69,8,99.66,109.83,79.69,1.77
47,49,8,450.15,230.77,382.91,1.94
55,41,20,964.29,193.24,945.37,1.22
112,11,4,718.44,212.22,691.65,1.31
110,64,4,244.7,213.57,195.04,1.84
164,54,15,366.19,156.79,336.0,1.5
110,31,4,804.0,271.4,753.93,1.45
52,71,20,804.0,101.44,797.34,1.14
75,27,12,1343.62,542.35,1266.93,1.38
58,94,2,689.9,483.11,562.36,1.83
59,84,2,302.41,219.99,265.22,1.55
53,61,20,681.13,173.11,657.82,1.31
134,71,7,405.33,109.49,391.23,1.3
136,51,7,502.58,117.63,491.05,1.23
128,92,19,736.0,246.68,703.44,1.33
72,73,1,294.66,259.06,217.03,2.18
75,43,1,545.7,236.79,499.94,1.52
73,63,1,665.45,266.06,620.08,1.44
23,30,12,527.55,204.35,486.83,1.55
22,40,12,942.36,493.9,830.21,1.65
30,40,19,911.64,241.46,881.89,1.29
138,51,4,407.82,105.89,395.84,1.27
62,105,13,638.86,500.13,510.52,1.91
81,25,10,581.05,229.8,533.65,1.52
31,30,19,444.35,246.34,367.39,2.01
136,71,4,602.33,355.81,511.8,1.77
71,83,1,517.27,142.6,500.36,1.28
74,53,1,773.92,141.76,761.82,1.19
16,128,20,641.84,195.37,605.99,1.49
58,25,6,424.0,137.58,402.2,1.39
79,46,13,893.38,416.85,826.79,1.45
52,44,17,786.79,356.8,728.78,1.44
51,54,17,209.83,140.41,165.05,2.05
54,24,17,972.0,185.81,953.29,1.22
138,74,20,568.09,272.09,507.24,1.62
132,84,15,277.67,215.4,239.32,1.63
22,7,5,982.5,232.19,958.98,1.24
136,44,15,1034.54,243.89,1004.45,1.28
64,117,5,452.8,257.38,404.37,1.54
138,24,15,1315.57,478.81,1249.44,1.35
29,80,20,560.3,290.24,513.9,1.47
61,147,5,303.06,101.78,290.99,1.3
79,44,6,736.63,352.33,665.45,1.56
41,132,19,800.68,234.51,771.0,1.31
75,84,6,421.5,163.85,387.24,1.53
29,47,13,738.75,265.42,701.34,1.36
71,43,21,513.98,196.58,481.58,1.42
78,54,6,391.85,229.54,356.89,1.46
111,22,22,785.25,165.79,768.23,1.23
73,23,21,629.69,227.13,587.08,1.47
105,32,10,310.5,264.93,199.16,2.66
62,67,2,419.86,450.43,319.16,1.85
66,27,2,485.14,191.47,450.16,1.47
11,66,6,549.56,130.11,535.96,1.24
24,8,3,1278.17,221.59,1259.5,1.19
79,40,23,926.69,336.84,878.96,1.37
78,50,23,266.78,208.74,216.75,1.88
25,87,13,817.08,511.73,700.59,1.72
33,47,0,482.41,213.65,448.3,1.43
35,27,0,186.1,161.26,138.67,2.31
85,136,4,164.0,102.69,143.33,1.65
82,166,4,116.55,92.77,92.7,1.89
31,67,0,1041.0,279.65,1003.59,1.31
75,80,23,376.09,201.13,332.76,1.65
64,47,2,531.68,236.36,489.91,1.47
87,58,2,331.0,173.73,282.35,1.86
85,78,2,394.69,220.32,322.39,2.05
132,59,22,526.9,148.52,510.39,1.27
136,105,16,948.22,287.49,908.02,1.34
84,82,4,188.6,161.5,141.77,2.07
27,67,13,730.5,159.75,711.52,1.27
87,52,4,514.38,246.59,465.29,1.56
61,77,2,502.0,175.02,480.14,1.32
73,21,3,634.18,233.36,601.93,1.36
71,41,3,562.7,236.2,515.04,1.53
117,73,23,910.18,134.07,900.43,1.16
72,31,3,1052.0,294.18,1007.28,1.35
80,61,16,166.79,140.43,136.0,1.8
81,51,16,196.04,181.3,151.03,1.92
38,7,0,578.0,122.94,567.01,1.21
83,31,16,579.0,104.08,570.58,1.18
70,51,3,763.25,134.38,750.89,1.2
27,67,22,636.71,194.69,610.23,1.33
85,11,16,838.25,277.06,797.79,1.36
73,72,4,220.23,157.79,180.29,1.86
29,47,22,605.56,198.05,579.96,1.32
70,134,3,161.64,60.12,152.5,1.39
74,11,3,523.96,309.59,450.55,1.71
75,52,4,676.44,213.06,643.98,1.37
49,47,14,449.7,238.57,406.41,1.53
110,48,10,639.0,180.03,614.0,1.33
138,84,13,97.19,150.25,65.06,2.04
47,67,14,442.3,163.63,418.02,1.38
111,38,10,436.14,121.41,418.19,1.35
53,81,2,198.47,161.57,136.59,2.56
58,31,2,140.15,124.24,92.27,2.66
55,61,2,582.71,97.15,574.32,1.19
48,57,14,830.17,214.81,798.39,1.34
112,28,10,727.0,223.68,695.57,1.34
33,80,19,742.5,400.56,649.86,1.65
25,87,22,613.91,296.18,548.98,1.6
23,41,10,505.33,225.99,469.76,1.44
24,31,10,487.4,177.15,456.27,1.44
26,11,10,1197.73,313.6,1160.64,1.28
132,11,18,122.75,54.03,117.62,1.28
22,51,10,534.5,185.21,504.26,1.41
70,11,3,453.05,226.33,404.22,1.61
82,11,10,650.06,258.68,610.84,1.4
21,61,10,489.0,236.3,399.26,2.08
28,57,22,806.17,60.35,803.71,1.08
64,65,8,64.9,57.88,52.57,1.88
57,41,2,1009.33,232.93,981.91,1.27
15,175,5,98.67,32.86,94.46,1.32
30,164,11,467.0,129.0,449.97,1.31
66,45,8,496.67,200.64,451.65,1.58
80,31,10,1019.33,306.46,977.27,1.33
130,119,5,398.53,209.85,331.31,2.01
145,81,4,518.13,266.03,441.52,1.81
84,50,16,424.5,269.47,358.04,1.75
81,80,16,283.39,164.96,249.84,1.63
105,69,5,794.0,316.99,733.62,1.5
49,130,13,592.11,236.21,559.22,1.37
86,30,16,743.5,149.2,730.05,1.21
78,22,4,700.67,185.48,677.19,1.3
130,65,2,235.06,164.99,203.26,1.62
132,45,2,607.83,320.71,538.26,1.62
23,55,5,583.81,505.97,459.79,1.9
24,45,5,512.44,177.69,482.24,1.42
26,78,9,775.46,325.11,726.07,1.41
22,65,5,654.82,273.28,616.49,1.39
29,48,9,181.82,195.39,124.62,2.46
26,25,5,194.49,146.09,143.02,2.41
28,58,9,547.73,93.37,540.26,1.18
25,35,5,745.0,357.82,678.53,1.51
30,16,21,951.5,295.74,917.7,1.28
119,130,6,464.25,179.27,402.39,1.9
29,141,16,1186.63,472.8,1107.49,1.43
105,65,6,750.07,333.13,677.54,1.61
72,33,21,647.25,113.87,638.17,1.18
132,128,13,299.04,232.46,249.33,1.73
32,40,13,480.17,48.41,477.68,1.11
113,7,5,238.06,32.82,235.82,1.15
73,134,0,577.36,189.29,553.23,1.32
74,71,21,207.69,162.3,159.88,2.12
75,61,21,524.5,186.12,497.79,1.36
62,96,7,200.69,64.61,192.93,1.3
67,46,7,492.64,143.87,473.6,1.32
73,81,21,579.18,177.19,555.65,1.32
69,26,7,830.43,264.67,788.61,1.38
79,21,21,714.0,121.97,703.77,1.18
110,128,1,216.61,153.2,182.34,1.73
65,66,7,400.36,176.32,362.52,1.58
36,111,21,284.76,79.81,276.48,1.25
74,41,3,594.8,154.01,577.77,1.26
73,51,3,298.91,149.65,270.41,1.55
68,36,7,503.09,132.29,486.49,1.29
72,61,3,825.5,522.68,716.92,1.63
70,110,2,605.15,298.02,526.11,1.74
51,27,21,641.52,241.92,603.27,1.4
81,48,3,452.14,181.33,414.12,1.6
31,25,9,587.17,282.15,518.27,1.66
12,132,6,744.17,205.7,721.32,1.27
78,31,21,737.0,118.67,728.69,1.16
80,58,3,690.2,168.88,669.08,1.29
66,69,15,557.29,288.34,490.43,1.66
41,51,22,685.42,229.6,652.35,1.36
44,21,22,835.4,115.21,827.87,1.14
42,41,22,114.91,140.77,77.48,2.36
43,31,22,807.13,195.46,784.3,1.27
112,113,8,99.0,53.21,85.52,1.73
99,82,10,290.0,203.35,247.35,1.65
98,92,10,210.57,78.4,200.49,1.33
63,111,15,174.43,91.94,156.97,1.56
45,11,22,576.4,190.75,551.26,1.33
110,27,4,588.39,195.72,559.96,1.36
83,22,14,639.8,205.11,524.72,2.58
80,52,14,488.28,242.56,444.56,1.51
68,112,22,380.67,287.34,278.16,2.24
66,132,22,600.5,228.53,566.28,1.39
132,44,12,813.77,683.13,706.19,1.57
130,64,12,300.94,93.02,289.46,1.31
134,24,12,1107.6,242.8,1081.78,1.24
125,134,23,121.82,186.89,29.37,7.08
23,31,16,429.11,312.34,311.7,2.46
22,41,16,813.04,269.47,773.59,1.37
87,59,22,868.5,340.97,806.37,1.48
21,78,23,778.57,386.88,705.88,1.53
23,58,23,398.54,299.06,304.84,2.11
24,48,23,654.96,277.6,606.86,1.47
25,11,16,1389.14,503.86,1320.93,1.35
26,28,23,767.8,399.32,694.88,1.54
87,130,7,1222.67,352.54,1175.3,1.32
22,68,23,1086.15,478.02,999.72,1.48
132,47,3,133.88,162.78,97.76,1.93
130,67,3,296.16,282.01,240.99,1.72
134,27,3,838.17,270.8,794.67,1.39
33,65,21,143.57,141.45,98.57,2.49
36,35,21,122.12,100.72,95.36,2.09
25,38,23,877.35,283.72,833.04,1.38
125,24,19,1271.83,458.37,1189.76,1.45
34,55,21,581.33,134.07,567.23,1.24
90,98,1,234.38,65.49,228.25,1.23
98,103,17,75.22,53.18,63.39,1.69
16,40,15,1085.89,172.72,1072.67,1.17
68,41,16,389.89,182.32,341.67,1.76
38,31,21,620.09,187.59,593.42,1.34
65,71,16,684.86,379.94,582.23,1.79
48,166,0,696.0,192.35,671.02,1.31
10,175,19,303.44,38.45,301.0,1.14
128,64,16,290.36,268.22,234.54,1.76
128,11,3,334.04,103.78,323.0,1.27
48,40,7,579.53,223.75,541.04,1.44
47,50,7,386.33,131.17,370.63,1.3
28,164,18,1148.09,236.36,1124.04,1.23
45,70,7,294.48,156.18,244.24,1.98
44,11,15,797.0,265.81,763.6,1.32
40,51,15,1262.33,1059.02,1031.8,1.75
69,70,16,107.53,102.24,59.06,4.0
44,80,7,642.62,206.67,612.56,1.36
40,24,11,395.35,190.05,348.5,1.8
61,16,13,640.74,279.75,611.97,1.29
83,30,21,374.86,227.84,334.43,1.53
81,50,21,410.87,199.85,360.36,1.7
84,143,5,297.83,154.37,266.59,1.57
49,30,7,426.4,233.4,365.37,1.81
136,134,14,290.83,84.42,277.76,1.36
70,23,16,1117.46,169.9,1105.05,1.16
112,68,12,417.85,173.05,363.03,1.83
36,132,11,653.78,258.44,624.41,1.32
49,51,10,237.96,130.48,205.78,1.74
48,61,10,653.28,195.66,626.93,1.33
68,66,15,227.17,176.69,162.51,2.42
47,71,10,443.08,162.56,394.71,1.77
65,96,15,367.62,191.37,339.35,1.42
46,81,10,809.86,210.24,780.84,1.32
108,61,1,398.11,240.07,336.75,1.75
130,78,5,326.0,282.16,263.15,1.78
134,38,5,549.91,130.05,537.41,1.23
132,58,5,1109.86,403.55,1043.57,1.41
38,112,11,354.45,81.89,345.08,1.26
16,61,5,652.17,128.14,640.95,1.2
66,40,15,204.81,139.26,171.94,1.76
27,62,19,410.11,155.8,376.61,1.64
24,130,0,884.86,423.88,822.96,1.42
52,52,23,242.82,303.99,149.87,2.67
55,22,23,590.82,132.66,575.51,1.26
26,110,0,1008.31,306.49,966.43,1.33
50,72,23,805.0,270.37,750.52,1.49
29,42,19,678.14,246.85,634.9,1.44
26,72,19,1039.5,261.66,1012.59,1.24
49,36,4,821.71,231.26,790.28,1.32
48,46,4,255.35,142.5,220.4,1.76
46,66,4,369.85,256.69,319.25,1.64
84,83,20,122.18,83.52,101.56,2.06
85,73,20,354.53,191.2,314.03,1.62
28,52,19,790.14,288.52,746.99,1.38
172,167,23,155.07,40.2,147.49,1.43
29,112,4,882.17,260.97,852.09,1.29
92,58,16,791.17,339.42,644.6,2.2
46,141,21,1026.14,220.29,1005.3,1.22
27,132,4,757.31,243.14,725.79,1.32
23,172,4,1200.2,220.49,1181.17,1.19
75,25,6,536.6,312.81,481.79,1.51
73,45,6,340.24,174.86,308.07,1.53
121,119,0,203.64,307.84,98.31,3.15
71,65,6,376.2,191.55,345.84,1.45
143,148,3,151.06,80.29,127.8,1.91
25,82,19,940.88,395.18,871.37,1.47
132,84,5,269.89,228.14,229.35,1.62
134,64,5,378.67,95.1,365.08,1.32
132,68,2,522.25,163.33,496.25,1.38
30,42,23,1066.59,603.42,971.73,1.47
134,48,2,888.77,249.95,852.69,1.34
32,22,23,1263.43,304.31,1214.16,1.36
107,61,5,879.86,272.02,844.82,1.32
136,28,2,866.22,279.94,823.19,1.38
38,134,4,637.75,401.92,542.98,1.7
136,44,5,494.33,151.53,469.99,1.38
23,101,6,371.17,152.35,307.46,2.13
57,47,14,970.5,262.09,934.01,1.32
53,87,14,602.83,106.6,592.63,1.21
11,33,21,560.2,268.08,513.73,1.47
16,49,9,977.42,117.62,970.0,1.13
41,16,12,1188.6,399.19,1141.82,1.3
40,26,12,785.68,227.12,753.77,1.34
85,132,19,639.07,191.6,610.86,1.35
48,132,14,856.07,314.64,814.68,1.34
125,117,15,201.47,118.16,177.04,1.62
78,138,20,90.9,119.51,42.34,3.31
79,128,20,748.33,154.93,731.3,1.24
61,23,16,1238.0,543.6,1123.06,1.56
130,9,23,388.33,40.29,386.31,1.11
128,84,10,414.06,120.24,399.04,1.3
51,46,13,578.11,253.92,534.7,1.46
54,16,13,974.29,357.73,927.24,1.34
80,128,20,450.13,180.91,413.61,1.51
53,26,13,578.28,286.61,495.76,1.91
50,46,1,553.9,236.6,515.57,1.44
51,36,1,842.83,220.32,814.15,1.3
103,109,12,80.89,72.56,61.85,1.97
52,26,1,248.86,196.0,199.74,1.87
79,63,3,893.27,366.2,835.07,1.42
78,141,16,637.75,446.89,541.43,1.7
78,73,3,336.46,173.36,284.29,1.92
164,46,1,885.0,268.42,843.94,1.36
34,16,8,865.29,176.53,850.68,1.19
56,144,12,188.92,36.92,185.41,1.21
32,36,8,415.83,207.38,314.58,2.56
44,11,17,849.28,281.47,813.55,1.32
40,51,17,1055.06,198.42,1036.05,1.21
41,62,15,677.77,192.02,654.44,1.29
43,42,15,147.91,157.2,94.65,2.97
44,32,15,817.13,363.29,766.32,1.39
45,22,15,1183.7,302.22,1148.68,1.27
38,130,16,433.78,178.04,415.04,1.3
22,67,1,623.64,213.93,589.78,1.39
26,27,1,285.56,219.09,221.59,2.14
101,33,3,801.89,361.31,737.88,1.48
24,47,1,777.21,242.36,750.07,1.28
23,57,1,533.52,256.83,482.32,1.55
68,69,3,135.41,138.44,101.61,1.96
53,54,7,198.43,154.1,130.99,2.82
54,44,7,684.3,415.87,610.45,1.53
45,130,22,304.96,123.49,279.19,1.62
47,110,22,750.0,206.11,724.07,1.3
73,55,5,559.74,340.53,503.49,1.51
50,84,7,352.14,184.11,310.76,1.63
64,38,10,230.64,186.36,181.85,1.9
63,48,10,872.57,150.2,857.13,1.22
68,45,8,315.43,223.28,259.95,1.82
66,65,8,220.04,114.23,200.55,1.5
138,82,22,307.5,236.51,261.56,1.65
65,28,10,753.82,260.14,711.42,1.41
67,42,8,217.05,133.34,176.8,2.13
65,62,8,163.83,142.85,136.97,1.67
71,75,5,230.63,71.65,219.68,1.37
67,65,4,131.41,105.27,106.77,1.83
40,65,17,484.26,252.77,441.93,1.48
43,35,17,548.58,172.87,525.89,1.33
68,55,4,862.75,187.26,844.46,1.22
44,25,17,616.94,270.76,531.09,1.94
74,45,5,349.12,272.93,267.15,2.14
69,45,4,88.87,109.09,62.3,2.09
42,45,17,368.5,241.07,296.55,1.97
66,75,4,653.33,241.54,615.67,1.4
72,65,5,730.17,354.62,634.64,1.74
92,32,4,682.33,292.26,621.27,1.55
31,92,19,350.55,254.32,252.07,2.37
34,62,19,156.52,55.98,145.91,1.53
51,74,7,723.17,220.89,682.61,1.43
38,22,19,642.47,222.02,588.92,1.61
36,42,19,557.85,217.72,517.72,1.47
69,22,8,701.5,218.13,670.43,1.34
57,82,20,173.43,111.39,128.41,2.49
110,41,10,164.97,122.52,136.25,1.82
52,16,17,1274.92,325.39,1236.66,1.28
51,26,17,331.27,199.1,286.8,1.71
52,145,4,457.38,150.29,436.36,1.34
66,52,8,664.17,132.75,652.15,1.21
41,114,1,637.64,139.4,625.84,1.2
68,130,7,389.65,256.11,325.96,1.78
35,52,19,989.17,223.4,966.81,1.23
63,110,1,250.75,173.16,199.82,1.99
61,130,1,357.44,244.04,311.28,1.6
22,63,17,940.31,218.27,915.61,1.26
24,43,17,486.1,243.15,437.02,1.58
21,73,17,1025.33,312.96,983.9,1.32
75,49,18,392.93,376.71,275.31,2.57
26,23,17,346.11,240.76,269.01,2.19
24,130,10,910.48,310.71,868.05,1.35
73,69,18,627.83,222.83,588.41,1.46
23,53,17,838.4,541.65,729.14,1.64
55,80,19,765.76,145.31,752.05,1.21
132,80,9,236.38,177.78,199.71,1.68
25,33,17,1474.75,462.03,1407.78,1.36
41,23,12,493.5,212.81,443.9,1.71
25,67,17,1081.82,221.57,1057.27,1.25
26,57,17,431.07,125.01,414.39,1.32
40,33,12,617.64,188.23,591.77,1.33
29,27,17,835.52,334.8,775.2,1.47
57,48,1,546.69,190.79,518.38,1.37
54,78,1,473.33,271.75,416.59,1.63
23,87,17,627.58,361.95,568.01,1.5
58,38,1,656.11,254.62,618.04,1.39
78,47,5,101.55,116.61,74.65,2.0
111,40,21,582.42,194.92,551.34,1.39
27,47,17,1300.94,315.93,1264.63,1.27
81,130,5,503.52,246.37,461.43,1.47
62,58,3,573.11,171.68,552.99,1.29
64,38,3,187.69,139.66,154.0,1.84
27,30,12,697.84,240.87,670.16,1.3
22,80,12,1017.07,300.23,975.57,1.33
63,48,3,743.75,258.66,706.4,1.37
25,50,12,514.43,155.5,493.61,1.33
81,132,7,479.77,215.22,456.15,1.32
145,46,1,1006.86,300.15,958.66,1.38
23,70,12,1052.67,263.47,1021.05,1.28
22,132,1,1002.47,184.59,986.38,1.19
24,112,1,641.36,218.63,609.49,1.36
26,40,12,816.0,257.87,776.95,1.37
110,41,9,171.81,109.8,143.38,1.81
138,164,2,315.05,320.03,257.13,1.67
136,8,1,523.33,153.01,504.69,1.3
128,34,3,401.43,171.54,370.36,1.49
62,32,1,90.05,67.41,77.25,1.63
63,22,1,682.96,238.94,642.0,1.42
65,28,3,569.18,254.98,529.06,1.43
9,17,0,728.58,308.59,681.49,1.4
136,119,2,394.8,97.26,384.26,1.25
60,52,1,767.3,188.6,743.99,1.29
73,68,23,635.75,320.53,583.08,1.49
75,48,23,438.68,223.91,388.53,1.65
72,78,23,560.82,195.11,528.95,1.41
51,72,22,649.44,211.55,620.1,1.35
53,52,22,146.86,106.42,113.32,2.17
57,82,1,184.54,160.7,129.42,2.36
84,26,13,630.14,187.39,606.84,1.3
85,16,13,968.75,181.76,953.14,1.19
16,51,15,1088.65,267.33,1062.12,1.24
82,46,13,942.5,196.5,924.24,1.21
55,52,16,317.86,326.15,250.81,1.83
58,22,16,793.17,367.0,694.06,1.75
52,82,16,403.81,328.66,278.76,3.06
24,16,18,1348.27,249.4,1326.91,1.19
21,46,18,1067.15,191.07,1050.97,1.19
26,165,3,672.53,273.73,632.57,1.38
23,26,18,310.48,190.13,243.51,2.22
28,145,3,1139.83,276.19,1112.14,1.24
22,36,18,629.19,200.71,598.17,1.38
80,73,1,572.51,251.88,525.52,1.51
70,40,1,598.11,80.4,592.21,1.16
71,30,1,689.0,133.75,674.61,1.24
82,53,1,224.82,169.44,171.3,2.34
73,10,1,852.0,194.02,832.96,1.23
85,23,1,794.41,243.44,756.95,1.37
79,51,20,374.98,199.14,311.21,1.99
78,61,20,198.51,153.87,165.77,1.73
81,63,1,1175.7,256.23,1150.85,1.22
